ID,Organizadora,Cargo,Ano,Materia,Assunto,Enunciado,Gabarito,URL
423,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Julgue o próximo item, referente aos diversos aspectos do trabalho de auditoria no setor público. A auditoria contábil restringe-se ao exame dos registros e dos documentos e à coleta de informações e confirmações, mediante procedimentos específicos, pertinentes ao controle do patrimônio de determinada unidade, entidade ou projeto.",Certo,"www.tecconcursos.com.br/questoes/108706"
424,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Julgue o próximo item, referente aos diversos aspectos do trabalho de auditoria no setor público. Para que uma auditoria seja classificada como do tipo especial, não basta que trate de fatos ou situações relevantes e tenha sido determinada pela autoridade competente.",Certo,"www.tecconcursos.com.br/questoes/108707"
425,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Julgue o próximo item, referente aos diversos aspectos do trabalho de auditoria no setor público. A auditoria indireta, realizada com a participação de servidores não lotados nos órgãos e unidades do sistema de controle interno, pode também ser feita de forma integrada.",Errado,"www.tecconcursos.com.br/questoes/108709"
426,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","A respeito das normas e dos procedimentos aplicáveis à auditoria no setor público federal, julgue o item. De acordo com orientação do Sistema de Controle Interno do Poder Executivo federal aos servidores incumbidos dos trabalhos de auditoria, constatadas situações que requeiram esclarecimentos dos responsáveis pelas áreas auditadas, deverá ser feita prévia comunicação ao dirigente máximo da unidade ou entidade, o qual determinará ao responsável, se julgar necessário, sua manifestação a esse respeito.",Errado,"www.tecconcursos.com.br/questoes/1309860"
427,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","A respeito das normas e dos procedimentos aplicáveis à auditoria no setor público federal, julgue o item. As atividades precípuas do Sistema de Controle Interno não se restringem à verificação das despesas, estendendo-se às renúncias de receitas. A caracterização da renúncia implica a adoção de tratamento diferenciado, como, por exemplo, a concessão de isenção ou a redução de tributo em circunstâncias especiais ou especificamente para determinado grupo de contribuintes.",Certo,"www.tecconcursos.com.br/questoes/1309862"
428,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","A respeito das normas e dos procedimentos aplicáveis à auditoria no setor público federal, julgue o item. Para o planejamento das ações de controle, é relevante identificar os pontos críticos — indispensáveis e essenciais à viabilização dos objetivos pretendidos — na trajetória de desenvolvimento das ações governamentais e, após essa identificação, associar a esses pontos possíveis fragilidades. Nesse contexto, o fluxograma é um instrumento especialmente indicado para identificar processos, agentes e suas interações.",Certo,"www.tecconcursos.com.br/questoes/1309864"
429,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","A respeito das normas e dos procedimentos aplicáveis à auditoria no setor público federal, julgue o item. As avaliações efetuadas pelo Sistema de Controle Interno se apoiam em um conjunto de indicativos e indicadores que podem aferir a eficiência, a eficácia e a economicidade da gestão. A economicidade, configurada na relação entre benefício e custo, traduz-se na busca de uma minimização dessa relação, por meio da utilização do máximo de recursos disponíveis para a obtenção do mínimo desejável de produto.",Errado,"www.tecconcursos.com.br/questoes/1309872"
430,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","A respeito das normas e dos procedimentos aplicáveis à auditoria no setor público federal, julgue o item. Caso a entidade auditada não disponha de registros edocumentos suficientes e adequados, o auditor deverá emitir relatório circunstanciado justificando as razões de não opinar conclusivamente, ficando sobrestado o parecer para cumprimento de diligências.",Certo,"www.tecconcursos.com.br/questoes/1309878"
431,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com base na legislação pertinente, julgue o item, acerca da metodologia de trabalho do Sistema de Controle Interno. Os órgãos e unidades do Sistema de Controle Interno do Poder Executivo federal fiscalizarão a inclusão dos recursos transferidos no orçamento dos órgãos e entidades beneficiários, bem como a compatibilidade dos montantes transferidos com o objeto pactuado.",Certo,"www.tecconcursos.com.br/questoes/19269"
432,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com base na legislação pertinente, julgue o item, acerca da metodologia de trabalho do Sistema de Controle Interno. O servidor que, no exercício de suas funções, tomar conhecimento de irregularidades deve comunicá-las, em caráter sigiloso, ao órgão de controle externo e à auditoria independente.",Errado,"www.tecconcursos.com.br/questoes/19270"
433,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com base na legislação pertinente, julgue o item, acerca da metodologia de trabalho do Sistema de Controle Interno. Uma das técnicas de auditoria aplicáveis pelo Sistema de Controle Interno do Poder Executivo federal é a confirmação externa, por meio da qual se faz o cotejo das informações obtidas de fontes independentes, autônomas e distintas, no interior da própria organização.",Errado,"www.tecconcursos.com.br/questoes/19271"
434,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com base na legislação pertinente, julgue o item, acerca da metodologia de trabalho do Sistema de Controle Interno. A criticidade é uma variável básica utilizada em todas as fases de planificação dos trabalhos de controle. A criticidade representa o quadro de situações críticas efetivas ou potenciais a auditar ou fiscalizar ou, em outros termos, o conjunto sistematizado dos pontos fracos de uma organização.",Certo,"www.tecconcursos.com.br/questoes/19272"
435,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Em relação à atividade de auditoria no setor público, julgue o item a seguir. A auditoria no setor público divide-se em diversos tipos, entre os quais está a auditoria de avaliação da gestão, realizada ao longo dos processos de gestão, visando atuar em tempo real sobre os atos efetivos e os efeitos potenciais de uma unidade ou entidade.",Errado,"www.tecconcursos.com.br/questoes/69777"
436,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Acerca das atividades essenciais do sistema de controle interno (SCI) do Poder Executivo federal, julgue o item seguinte. Cabe ao SCI avaliar as aplicações das subvenções, a fim de avaliar o resultado da aplicação das transferências de recursos concedidas pela União às entidades, públicas e privadas, destinadas a cobrir despesas com a manutenção dessas entidades, de natureza autárquica ou não.",Certo,"www.tecconcursos.com.br/questoes/71561"
437,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Acerca das atividades essenciais do sistema de controle interno (SCI) do Poder Executivo federal, julgue o item seguinte. O SCI deve avaliar a execução dos orçamentos da União, a fim de comprovar se foi realizada de acordo com as destinações e os limites estabelecidos pela legislação.",Certo,"www.tecconcursos.com.br/questoes/71562"
438,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Acerca das atividades essenciais do sistema de controle interno (SCI) do Poder Executivo federal, julgue o item seguinte. Para comprovar a legalidade e a legitimidade dos atos e examinar os resultados quanto à economicidade, eficiência e eficácia da gestão orçamentária, financeira, patrimonial, de pessoal e demais sistemas administrativos e operacionais, o SCI avalia a gestão dos administradores públicos federais.",Certo,"www.tecconcursos.com.br/questoes/71563"
439,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação às atividades complementares do SCI do Poder Executivo federal, julgue o item a seguir. Nos processos de tomada de contas especial, os órgãos do SCI seguem tanto as normas de controle elaboradas pelo próprio SCI quanto as normas emanadas do Tribunal de Contas da União (TCU).",Certo,"www.tecconcursos.com.br/questoes/71564"
440,"Auditoria Governamental e Controle","Instrução Normativa SFC",2001,"","","Com relação às atividades complementares do SCI do Poder Executivo federal, julgue o item a seguir. O SCI deve avaliar o desempenho das unidades de auditoria interna das entidades da administração direta federal a fim de comprovar se estão estruturadas adequadamente, se realizam suas funções de acordo com os seus respectivos planos de trabalho e se observam as normas previstas no manual do sistema de controle interno do Poder Executivo federal.",Errado,"www.tecconcursos.com.br/questoes/71565"
